replica,cpu,cpu_usage,memory_usage,num_request,previous_tps,expected_tps,response_time,avg_num_request,avg_cpu_usage,avg_response_time
2,4,0.2555,0.8525,64.4,32.0,64,24.77,49.0,0.2633636363636364,155.8709090909091
3,5,0.1676666666666666,0.761,48.07,64.0,48,23.62,48.32181818181818,0.17421212121212118,23.430000000000003
3,7,0.1426666666666666,0.71,40.2,48.0,40,20.92,40.141666666666666,0.14252777777777775,19.569166666666668
2,5,0.2665,0.795,47.67,40.0,48,34.49,48.142,0.23326666666666665,27.346
2,5,0.287,0.8035,47.2,48.0,48,29.75,48.142,0.23326666666666665,27.346
3,6,0.1646666666666666,0.7716666666666666,56.4,48.0,56,21.52,56.21857142857142,0.1759523809523809,21.30142857142857
1,5,0.453,0.811,72.0,56.0,72,42.02,70.46684210526317,0.4577894736842105,66.16736842105263
1,4,0.4,0.728,62.13,72.0,64,121.95,48.24818181818182,0.3991818181818182,197.14545454545453
2,4,0.28,0.7415,37.4,64.0,72,239.33,49.18826086956521,0.2902608695652174,196.5530434782609
2,7,0.3339999999999999,0.826,88.6,72.0,88,21.06,88.45454545454545,0.32086363636363635,21.36909090909091
1,8,0.359,0.662,56.4,88.0,56,20.34,56.287,0.379,19.990000000000002
1,4,0.333,0.732,48.13,56.0,48,30.75,47.086470588235294,0.3438823529411765,59.26058823529412
2,8,0.2319999999999999,0.75,56.0,48.0,56,20.72,56.182500000000005,0.23131249999999998,19.439375000000002
3,9,0.1803333333333333,0.7676666666666666,64.47,56.0,64,20.52,64.28714285714285,0.17933333333333332,18.298571428571428
2,8,0.2965,0.7095,71.8,64.0,72,19.76,72.2204,0.26502,18.1888
3,4,0.268,0.8096666666666668,61.4,72.0,96,196.76,70.84263157894736,0.270719298245614,159.15421052631578
2,5,0.3625,0.793,63.47,96.0,96,186.61,83.11526315789474,0.3562631578947368,99.03473684210526
1,4,0.4,0.831,50.33,96.0,120,298.64,41.3475,0.3995,421.0975
3,5,0.2496666666666666,0.8123333333333332,72.07,120.0,72,27.1,72.16882352941175,0.23339215686274506,25.056470588235292
3,8,0.2246666666666666,0.7306666666666667,88.2,72.0,88,22.28,88.234,0.23677777777777773,23.15266666666667
1,7,0.422,0.822,72.4,88.0,72,30.17,72.342,0.4466,21.770666666666667
2,4,0.265,0.81,30.67,72.0,80,327.92,45.45166666666666,0.2866666666666667,255.3225
1,7,0.438,0.689,65.0,80.0,64,26.34,64.226,0.4248,21.715333333333334
2,4,0.261,0.751,25.07,64.0,64,323.88,49.0,0.2633636363636364,155.8709090909091
1,4,0.4,0.86,58.2,64.0,72,154.29,49.572,0.399,219.006
3,9,0.1993333333333333,0.8079999999999999,72.2,72.0,72,19.81,72.223,0.19539999999999996,18.7065
2,4,0.271,0.7164999999999999,32.2,72.0,80,307.98,45.45166666666666,0.2866666666666667,255.3225
2,4,0.2705,0.873,25.4,80.0,88,438.47,52.64,0.3009,254.00100000000003
2,9,0.2135,0.7,56.0,88.0,56,20.86,56.19,0.21024999999999996,18.49
3,4,0.2283333333333333,0.7486666666666667,36.13,56.0,56,191.05,53.495000000000005,0.2137142857142857,57.778571428571425
1,7,0.663,0.787,108.8,56.0,112,79.65,110.60000000000001,0.6468333333333334,61.355
3,8,0.2553333333333333,0.741,96.2,112.0,96,20.6,96.32333333333334,0.2502222222222222,19.717407407407407
2,4,0.2795,0.9355,35.27,96.0,112,403.25,50.68833333333333,0.29975,336.0316666666667
3,8,0.351,0.7323333333333334,145.13,112.0,144,22.11,144.5,0.3350555555555555,18.701666666666664
1,7,0.585,0.753,89.6,144.0,88,29.75,88.25307692307692,0.5328461538461539,27.556153846153848
3,8,0.1873333333333333,0.7663333333333333,64.27,88.0,64,21.2,64.16307692307693,0.18430769230769226,19.756923076923076
3,6,0.264,0.7696666666666666,88.2,64.0,88,22.16,87.05714285714285,0.2470238095238095,29.481428571428573
3,8,0.2026666666666667,0.7760000000000001,72.0,88.0,72,19.81,72.18157894736842,0.1985087719298245,19.602631578947367
3,8,0.1856666666666666,0.7843333333333332,72.0,72.0,72,21.43,72.18157894736842,0.1985087719298245,19.602631578947367
1,6,0.588,0.828,96.33,72.0,96,56.44,92.68607142857142,0.5730000000000001,73.23464285714286
1,6,0.565,0.749,86.87,96.0,88,60.17,86.58818181818182,0.5542727272727273,61.11000000000001
3,5,0.3276666666666666,0.7393333333333333,97.2,88.0,96,39.64,95.4084,0.2987066666666667,42.607600000000005
2,5,0.384,0.8285,61.53,96.0,96,193.52,83.11526315789474,0.3562631578947368,99.03473684210526
2,5,0.373,0.852,71.87,96.0,96,154.34,83.11526315789474,0.3562631578947368,99.03473684210526
3,5,0.294,0.7273333333333333,88.27,96.0,88,43.69,88.29666666666667,0.26199999999999996,32.150000000000006
3,7,0.2966666666666667,0.6963333333333334,104.33,88.0,104,22.55,104.49916666666667,0.27491666666666664,19.5625
3,4,0.2833333333333333,0.7719999999999999,69.6,104.0,168,301.11,74.16499999999999,0.28049999999999997,282.97
2,8,0.4835,0.8335,144.2,168.0,144,22.5,144.33285714285714,0.4873571428571429,25.352857142857143
1,7,0.703,0.877,116.07,144.0,152,163.17,121.2825,0.69975,156.32999999999998
1,8,0.799,0.812,136.0,152.0,144,106.96,139.52428571428572,0.7874285714285715,100.58714285714287
3,8,0.2809999999999999,0.7486666666666667,104.13,144.0,104,20.69,104.37388888888889,0.26770370370370367,19.95777777777778
3,6,0.2703333333333333,0.7796666666666666,104.4,104.0,104,22.76,104.24785714285714,0.2854047619047619,23.93357142857143
1,6,0.494,0.797,80.07,104.0,80,31.47,79.78375,0.51575,43.57125
2,5,0.347,0.8109999999999999,51.6,80.0,104,253.83,82.3075,0.36871875,129.513125
3,9,0.25,0.7276666666666666,96.27,104.0,96,21.21,96.35,0.24694999999999995,18.7195
1,5,0.499,0.793,74.87,96.0,96,160.1,75.99846153846154,0.4989615384615385,161.2923076923077
2,9,0.3575,0.7215,96.4,96.0,96,18.84,96.40227272727272,0.3372272727272727,19.52090909090909
3,5,0.3116666666666667,0.805,98.07,96.0,96,34.79,95.4084,0.2987066666666667,42.607600000000005
2,4,0.2785,0.7375,33.67,96.0,80,299.43,45.45166666666666,0.2866666666666667,255.3225
2,7,0.302,0.752,80.0,80.0,80,23.39,80.16083333333333,0.3076666666666667,21.645
2,4,0.2845,0.751,33.27,80.0,104,391.63,57.21684210526316,0.3189473684210526,274.84999999999997
3,9,0.2983333333333333,0.7640000000000001,120.33,104.0,120,20.77,120.32142857142857,0.2889047619047619,19.900000000000002
1,7,0.702,0.765,120.73,120.0,144,149.35,119.78857142857143,0.6985714285714285,151.56857142857143
3,7,0.3733333333333333,0.761,152.4,144.0,152,28.16,152.4,0.35325,22.965
3,8,0.38,0.7866666666666666,160.87,152.0,160,22.28,160.87,0.38,22.28
3,4,0.2886666666666667,0.842,72.93,160.0,104,173.64,77.73916666666666,0.28102777777777777,158.81666666666666
2,8,0.3145,0.7789999999999999,80.07,104.0,80,24.15,80.2675,0.30118749999999994,19.82125
2,8,0.4,0.7805,112.0,80.0,112,24.38,112.35,0.370875,20.725
3,6,0.2746666666666666,0.7466666666666667,96.73,112.0,96,28.64,96.21368421052631,0.2639473684210526,22.31421052631579
1,5,0.498,0.769,70.53,96.0,96,172.56,75.99846153846154,0.4989615384615385,161.2923076923077
1,4,0.4,0.847,56.93,96.0,96,209.76,53.75523809523809,0.3990000000000001,226.77761904761905
3,8,0.2666666666666666,0.7783333333333333,96.13,96.0,96,20.25,96.32333333333334,0.2502222222222222,19.717407407407407
3,4,0.2783333333333333,0.8506666666666667,73.8,96.0,80,83.05,77.10230769230769,0.2662564102564102,71.27846153846154
1,9,0.447,0.695,72.27,80.0,72,21.99,72.30055555555556,0.4400555555555556,20.52722222222222
2,4,0.2805,0.7110000000000001,27.87,72.0,104,467.27,57.21684210526316,0.3189473684210526,274.84999999999997
3,7,0.2743333333333333,0.7546666666666667,104.33,104.0,104,21.57,104.49916666666667,0.27491666666666664,19.5625
2,4,0.316,0.7175,38.73,104.0,104,338.51,57.21684210526316,0.3189473684210526,274.84999999999997
2,9,0.4,0.7725,104.73,104.0,104,19.26,104.42357142857144,0.36214285714285716,19.137857142857143
2,8,0.3435,0.773,96.4,104.0,96,20.18,96.3204,0.34456,19.3672
1,9,0.506,0.749,81.6,96.0,80,25.85,80.28933333333333,0.4944,21.041333333333334
2,5,0.273,0.821,72.33,80.0,72,23.27,70.85833333333333,0.30319444444444443,48.885
1,9,0.183,0.717,24.0,72.0,24,21.39,24.055833333333336,0.17166666666666666,18.0575
3,5,0.1203333333333333,0.8603333333333333,24.0,24.0,24,22.33,24.007777777777775,0.11844444444444441,22.743333333333332
2,6,0.1675,0.706,32.07,24.0,32,23.45,32.06666666666667,0.1552083333333333,20.805
2,5,0.1825,0.71,31.6,32.0,32,37.09,32.075,0.16234375,23.2375
1,4,0.291,0.74,40.07,32.0,40,32.79,38.99952380952381,0.29500000000000004,51.85666666666667
1,4,0.255,0.785,31.33,40.0,32,48.97,31.986,0.24820000000000003,30.672000000000004
3,7,0.115,0.7806666666666667,32.0,32.0,32,21.31,32.056315789473686,0.12242105263157893,19.780526315789473
3,4,0.1203333333333333,0.8853333333333334,24.07,32.0,24,30.58,23.922857142857143,0.12661904761904758,31.40285714285714
1,9,0.271,0.716,40.0,24.0,40,18.98,40.080740740740744,0.26403703703703707,18.46851851851852
3,7,0.1359999999999999,0.7666666666666666,40.2,40.0,40,21.75,40.141666666666666,0.14252777777777775,19.569166666666668
1,5,0.344,0.775,40.2,40.0,40,24.75,40.18206896551724,0.30489655172413793,28.25448275862069
2,4,0.258,0.7484999999999999,27.13,40.0,40,183.79,34.1975,0.21824999999999997,97.10625
1,5,0.304,0.815,48.27,40.0,48,24.96,48.16307692307692,0.31769230769230766,27.462307692307693
2,4,0.2725,0.7215,20.87,48.0,40,241.09,34.1975,0.21824999999999997,97.10625
1,4,0.239,0.79,32.13,40.0,32,23.98,31.986,0.24820000000000003,30.672000000000004
3,7,0.1093333333333333,0.754,24.07,32.0,24,22.31,24.11625,0.11183333333333328,21.715
3,9,0.16,0.7643333333333332,56.0,24.0,56,19.78,56.08571428571429,0.16090476190476188,17.837142857142858
3,9,0.1376666666666667,0.7253333333333334,48.27,56.0,48,19.79,48.167500000000004,0.14858333333333332,18.09875
3,7,0.1606666666666666,0.8276666666666667,40.0,48.0,40,22.0,40.141666666666666,0.14252777777777775,19.569166666666668
2,8,0.1875,0.7315,40.13,40.0,40,20.78,40.092800000000004,0.17959999999999998,19.0432
3,9,0.139,0.7093333333333334,40.07,40.0,40,20.68,40.0635,0.13534999999999997,18.827
2,5,0.1305,0.7665,32.0,40.0,32,23.26,32.075,0.16234375,23.2375
3,8,0.133,0.711,32.0,32.0,32,20.34,32.03857142857143,0.11823809523809521,19.702142857142857
2,6,0.179,0.8015,40.0,32.0,40,21.59,40.18764705882353,0.18799999999999997,21.69235294117647
3,8,0.142,0.7246666666666668,40.0,40.0,40,20.55,40.06142857142857,0.13935714285714282,19.598214285714285
1,7,0.282,0.77,40.07,40.0,40,20.11,40.071290322580644,0.28380645161290324,19.783870967741933
3,9,0.1443333333333333,0.7296666666666667,40.0,40.0,40,19.86,40.0635,0.13534999999999997,18.827
2,7,0.1945,0.7665,40.27,40.0,40,19.73,40.117826086956526,0.17710869565217388,19.533478260869565
3,7,0.1196666666666666,0.7656666666666667,32.0,40.0,32,22.57,32.056315789473686,0.12242105263157893,19.780526315789473
2,6,0.1634999999999999,0.7065,32.0,32.0,32,22.03,32.06666666666667,0.1552083333333333,20.805
2,6,0.27,0.7665,64.27,32.0,64,24.6,64.345,0.26316666666666666,21.736666666666668
1,4,0.338,0.865,47.2,64.0,48,57.08,47.086470588235294,0.3438823529411765,59.26058823529412
1,5,0.276,0.742,40.0,48.0,40,25.23,40.18206896551724,0.30489655172413793,28.25448275862069
2,8,0.1965,0.7444999999999999,48.33,40.0,48,21.24,48.154375,0.19103124999999999,18.940625
2,7,0.196,0.726,48.0,48.0,48,20.0,48.107,0.20459999999999998,20.805
1,7,0.405,0.808,56.27,48.0,56,22.5,56.30235294117647,0.38352941176470584,23.72
3,7,0.2239999999999999,0.8186666666666667,72.33,56.0,72,21.36,72.19631578947369,0.2074912280701754,19.92684210526316
1,7,0.435,0.794,64.07,72.0,64,25.43,64.226,0.4248,21.715333333333334
3,7,0.1956666666666666,0.7406666666666667,72.0,64.0,72,20.86,72.19631578947369,0.2074912280701754,19.92684210526316
1,9,0.563,0.709,88.33,72.0,88,25.64,88.17666666666666,0.5528333333333334,24.221666666666668
3,5,0.2153333333333333,0.8226666666666667,56.4,88.0,56,33.43,56.31923076923077,0.19315384615384612,26.47307692307692
2,7,0.2334999999999999,0.765,48.27,56.0,48,25.49,48.107,0.20459999999999998,20.805
3,9,0.1736666666666666,0.6983333333333333,56.07,48.0,56,21.23,56.08571428571429,0.16090476190476188,17.837142857142858
1,6,0.401,0.766,64.13,56.0,64,24.59,64.19416666666666,0.43166666666666664,29.91333333333333
2,4,0.29,0.7545,24.8,64.0,72,379.89,49.18826086956521,0.2902608695652174,196.5530434782609
2,4,0.2925,0.741,30.0,72.0,96,396.37,60.14740740740741,0.3173333333333333,246.12888888888887
1,7,0.577,0.665,95.8,96.0,96,33.06,96.27653846153846,0.5892692307692308,37.362692307692306
2,9,0.4375,0.7715,120.4,96.0,120,20.9,120.35,0.431375,21.035
1,5,0.5,0.761,68.53,120.0,72,60.87,70.46684210526317,0.4577894736842105,66.16736842105263
2,8,0.3465,0.8295,88.4,72.0,88,21.35,88.33846153846154,0.3142307692307692,18.66769230769231
1,9,0.439,0.781,72.0,88.0,72,21.6,72.30055555555556,0.4400555555555556,20.52722222222222
3,8,0.215,0.7236666666666668,80.0,72.0,80,19.67,80.20583333333333,0.21172222222222217,19.236666666666668
3,8,0.198,0.7533333333333333,64.13,80.0,64,21.25,64.16307692307693,0.18430769230769226,19.756923076923076
1,6,0.469,0.72,64.67,64.0,64,25.3,64.19416666666666,0.43166666666666664,29.91333333333333
2,4,0.272,0.8165,20.93,64.0,72,434.48,49.18826086956521,0.2902608695652174,196.5530434782609
1,6,0.496,0.697,72.07,72.0,72,30.08,71.79588235294118,0.4768823529411764,35.38764705882353
1,5,0.48,0.796,69.67,72.0,72,74.51,70.46684210526317,0.4577894736842105,66.16736842105263
3,8,0.2203333333333333,0.7766666666666667,80.2,72.0,80,21.46,80.20583333333333,0.21172222222222217,19.236666666666668
1,6,0.542,0.721,88.13,80.0,88,45.36,86.58818181818182,0.5542727272727273,61.11000000000001
2,8,0.2339999999999999,0.754,56.13,88.0,56,20.16,56.182500000000005,0.23131249999999998,19.439375000000002
3,8,0.1906666666666666,0.7626666666666666,56.4,56.0,56,20.76,56.253,0.17319999999999997,19.114
1,8,0.686,0.744,112.33,56.0,112,35.45,112.5,0.66825,34.0875
3,4,0.2583333333333333,0.727,39.67,112.0,96,301.28,70.84263157894736,0.270719298245614,159.15421052631578
2,7,0.408,0.7605,103.33,96.0,104,28.06,104.12272727272726,0.3624090909090909,21.257272727272724
3,5,0.3223333333333333,0.7520000000000001,104.53,104.0,112,83.3,111.23333333333333,0.3336666666666666,46.34833333333333
3,5,0.3293333333333333,0.7916666666666666,89.47,112.0,144,198.73,124.55666666666666,0.3382222222222222,93.41333333333334
1,7,0.521,0.754,88.27,144.0,88,22.3,88.25307692307692,0.5328461538461539,27.556153846153848
1,7,0.43,0.763,64.53,88.0,64,23.11,64.226,0.4248,21.715333333333334
2,9,0.3209999999999999,0.755,88.27,64.0,88,19.9,88.29,0.32699999999999996,19.3775
3,5,0.257,0.758,72.2,88.0,72,27.48,72.16882352941175,0.23339215686274506,25.056470588235292
3,9,0.1979999999999999,0.7036666666666668,72.4,72.0,72,19.6,72.223,0.19539999999999996,18.7065
1,7,0.623,0.781,96.13,72.0,96,37.09,96.27653846153846,0.5892692307692308,37.362692307692306
1,6,0.556,0.787,81.27,96.0,88,108.46,86.58818181818182,0.5542727272727273,61.11000000000001
1,9,0.598,0.753,96.0,88.0,96,22.68,96.27541666666667,0.5818333333333333,22.3025
1,5,0.5,0.763,78.47,96.0,96,152.25,75.99846153846154,0.4989615384615385,161.2923076923077
1,5,0.499,0.782,82.47,96.0,96,145.24,75.99846153846154,0.4989615384615385,161.2923076923077
1,8,0.529,0.698,88.13,96.0,88,25.89,88.19857142857143,0.5188571428571429,22.13
3,8,0.2826666666666667,0.7343333333333333,104.13,88.0,104,25.43,104.37388888888889,0.26770370370370367,19.95777777777778
1,7,0.693,0.845,119.93,104.0,168,176.0,116.4,0.6955,180.35500000000002
2,4,0.3005,0.7785,39.8,168.0,144,446.2,64.23333333333333,0.33670833333333333,352.3875
3,7,0.3683333333333333,0.7963333333333334,152.47,144.0,152,24.06,152.4,0.35325,22.965
3,9,0.355,0.7600000000000001,144.93,152.0,144,22.49,144.93,0.355,22.49
1,8,0.623,0.763,104.07,144.0,104,23.81,104.40736842105264,0.6416842105263157,33.007894736842104
1,7,0.635,0.778,104.33,104.0,104,33.65,103.10153846153845,0.6189230769230769,47.49769230769231
2,4,0.286,0.8500000000000001,28.47,104.0,80,348.71,45.45166666666666,0.2866666666666667,255.3225
2,8,0.4225,0.728,104.93,80.0,104,23.39,104.4935,0.372,21.1625
2,6,0.329,0.76,96.53,104.0,96,26.11,96.337,0.36174999999999996,28.4865
2,7,0.386,0.7444999999999999,96.0,96.0,96,26.71,96.375,0.34953125,20.505625
3,9,0.263,0.7360000000000001,96.4,96.0,96,20.86,96.35,0.24694999999999995,18.7195
3,4,0.241,0.7506666666666666,43.47,96.0,96,279.73,70.84263157894736,0.270719298245614,159.15421052631578
2,5,0.3725,0.817,74.13,96.0,80,110.56,79.21444444444444,0.3123888888888888,38.30722222222222
2,6,0.3315,0.785,80.6,80.0,80,27.61,80.273,0.30155,22.689
2,6,0.405,0.867,88.73,80.0,104,97.27,102.52181818181818,0.363,31.925454545454546
2,4,0.259,0.8825000000000001,31.93,104.0,120,479.11,62.95666666666667,0.31816666666666665,290.49
1,9,0.836,0.793,144.87,120.0,144,38.9,143.135,0.8334999999999999,54.287
1,9,0.865,0.83,153.6,144.0,152,54.89,150.9,0.876125,68.0275
3,6,0.4166666666666667,0.7916666666666666,160.73,152.0,160,30.22,161.0,0.427,35.58
2,8,0.383,0.787,104.2,160.0,104,24.36,104.4935,0.372,21.1625
2,9,0.2895,0.6799999999999999,80.07,104.0,80,20.39,80.21857142857142,0.30792857142857144,20.440714285714286
3,9,0.2726666666666666,0.7576666666666667,112.07,80.0,112,21.27,112.13333333333333,0.26633333333333326,22.863333333333333
3,8,0.242,0.7273333333333333,96.4,112.0,96,22.09,96.32333333333334,0.2502222222222222,19.717407407407407
2,7,0.362,0.7969999999999999,96.47,96.0,96,21.56,96.375,0.34953125,20.505625
1,9,0.647,0.744,96.2,96.0,96,24.35,96.27541666666667,0.5818333333333333,22.3025
2,5,0.365,0.788,96.07,96.0,96,33.45,83.11526315789474,0.3562631578947368,99.03473684210526
1,8,0.515,0.746,80.53,96.0,80,23.81,80.37083333333334,0.5147499999999999,23.497500000000002
1,4,0.4,0.843,54.53,80.0,72,164.3,49.572,0.399,219.006
2,5,0.39,0.8525,65.13,72.0,104,197.84,82.3075,0.36871875,129.513125
3,6,0.2733333333333334,0.7929999999999998,104.87,104.0,104,23.87,104.24785714285714,0.2854047619047619,23.93357142857143
1,6,0.597,0.719,92.4,104.0,104,139.74,93.95666666666666,0.5901333333333334,121.46866666666666
2,4,0.2765,0.7565,29.87,104.0,104,433.12,57.21684210526316,0.3189473684210526,274.84999999999997
3,8,0.2496666666666666,0.753,96.2,104.0,96,20.49,96.32333333333334,0.2502222222222222,19.717407407407407
1,9,0.51,0.731,80.07,96.0,80,21.75,80.28933333333333,0.4944,21.041333333333334
1,5,0.481,0.864,68.87,80.0,72,109.89,70.46684210526317,0.4577894736842105,66.16736842105263
1,5,0.181,0.777,24.4,72.0,24,32.56,24.088333333333335,0.1825,25.663333333333338
1,9,0.17,0.75,24.27,24.0,24,21.86,24.055833333333336,0.17166666666666666,18.0575
1,9,0.235,0.772,32.13,24.0,32,19.29,32.128125000000004,0.2340625,17.8575
2,7,0.173,0.7545,32.07,32.0,32,21.65,32.06391304347826,0.1603478260869565,19.895217391304346
1,9,0.292,0.693,40.0,32.0,40,19.6,40.080740740740744,0.26403703703703707,18.46851851851852
2,8,0.146,0.784,32.13,40.0,32,20.33,32.13357142857143,0.15203571428571427,18.884999999999998
1,9,0.232,0.703,32.0,32.0,32,19.81,32.128125000000004,0.2340625,17.8575
1,8,0.19,0.687,24.13,32.0,24,19.23,24.083333333333332,0.19191666666666665,19.07
1,6,0.26,0.717,40.27,24.0,40,26.53,40.13272727272727,0.2704090909090909,22.521818181818183
1,9,0.277,0.682,40.33,40.0,40,18.96,40.080740740740744,0.26403703703703707,18.46851851851852
3,5,0.1633333333333333,0.8496666666666667,40.13,40.0,40,24.0,40.12413793103448,0.15990804597701147,23.852068965517244
1,7,0.285,0.733,40.0,40.0,40,20.72,40.071290322580644,0.28380645161290324,19.783870967741933
2,5,0.2385,0.7955,48.13,40.0,48,29.45,48.142,0.23326666666666665,27.346
3,5,0.175,0.8553333333333333,40.13,48.0,40,24.09,40.12413793103448,0.15990804597701147,23.852068965517244
3,9,0.1236666666666666,0.6946666666666667,32.0,40.0,32,19.07,32.102000000000004,0.11864444444444439,19.043333333333333
3,7,0.2013333333333333,0.71,56.0,32.0,56,19.28,56.08833333333334,0.17838888888888885,19.368333333333336
3,9,0.1386666666666666,0.7006666666666668,48.2,56.0,48,21.55,48.167500000000004,0.14858333333333332,18.09875
3,6,0.159,0.7713333333333333,40.0,48.0,40,22.12,40.15208333333333,0.1436111111111111,20.85125
3,5,0.1803333333333333,0.8246666666666668,40.0,40.0,40,29.47,40.12413793103448,0.15990804597701147,23.852068965517244
1,5,0.267,0.762,40.53,40.0,40,31.76,40.18206896551724,0.30489655172413793,28.25448275862069
3,6,0.123,0.8323333333333333,32.2,40.0,32,20.78,32.105000000000004,0.12522916666666664,20.3325
3,6,0.1446666666666667,0.7753333333333333,32.2,32.0,32,21.3,32.105000000000004,0.12522916666666664,20.3325
1,9,0.305,0.701,40.2,32.0,40,19.99,40.080740740740744,0.26403703703703707,18.46851851851852
1,5,0.284,0.741,40.13,40.0,40,25.29,40.18206896551724,0.30489655172413793,28.25448275862069
1,8,0.273,0.653,40.13,40.0,40,20.98,40.112142857142864,0.2741071428571428,18.946428571428573
3,8,0.145,0.766,40.0,40.0,40,21.05,40.06142857142857,0.13935714285714282,19.598214285714285
1,9,0.291,0.657,40.13,40.0,40,21.94,40.080740740740744,0.26403703703703707,18.46851851851852
3,5,0.1556666666666666,0.8019999999999999,32.0,40.0,32,22.21,32.060833333333335,0.13652777777777778,22.3025
1,6,0.249,0.824,32.13,32.0,32,25.32,32.12357142857143,0.25192857142857145,23.30785714285714
1,4,0.399,0.75,56.87,32.0,64,139.81,48.24818181818182,0.3991818181818182,197.14545454545453
3,6,0.1653333333333333,0.8306666666666667,48.07,64.0,48,21.68,48.127272727272725,0.16603030303030297,20.85363636363636
2,4,0.257,0.757,24.0,48.0,40,200.96,34.1975,0.21824999999999997,97.10625
1,4,0.357,0.752,45.67,40.0,48,80.92,47.086470588235294,0.3438823529411765,59.26058823529412
2,6,0.214,0.756,48.0,48.0,48,22.34,48.108181818181826,0.2165,22.16909090909091
1,7,0.39,0.748,56.13,48.0,56,24.79,56.30235294117647,0.38352941176470584,23.72
3,7,0.2239999999999999,0.7693333333333333,72.13,56.0,72,23.14,72.19631578947369,0.2074912280701754,19.92684210526316
2,6,0.287,0.783,64.2,72.0,64,24.67,64.345,0.26316666666666666,21.736666666666668
2,7,0.2945,0.7909999999999999,72.27,64.0,72,21.68,72.32333333333334,0.27704761904761904,20.362380952380953
3,4,0.3003333333333333,0.7946666666666666,87.0,72.0,88,68.22,71.30055555555556,0.2648888888888889,133.88277777777776
3,8,0.1653333333333333,0.7516666666666666,56.0,88.0,56,21.96,56.253,0.17319999999999997,19.114
1,4,0.355,0.83,46.67,56.0,48,64.38,47.086470588235294,0.3438823529411765,59.26058823529412
2,7,0.224,0.774,56.13,48.0,56,22.48,56.11625,0.2160625,19.09625
3,8,0.1913333333333333,0.7503333333333333,64.4,56.0,64,21.37,64.16307692307693,0.18430769230769226,19.756923076923076
2,5,0.3635,0.8705,65.27,64.0,72,114.55,70.85833333333333,0.30319444444444443,48.885
2,9,0.3395,0.7075,96.27,72.0,96,26.17,96.40227272727272,0.3372272727272727,19.52090909090909
1,4,0.4,0.83,53.2,96.0,96,227.74,53.75523809523809,0.3990000000000001,226.77761904761905
3,8,0.2916666666666667,0.7906666666666666,120.8,96.0,120,19.84,120.3025,0.29441666666666666,20.4375
3,5,0.2326666666666666,0.8156666666666667,72.0,120.0,72,31.99,72.16882352941175,0.23339215686274506,25.056470588235292
2,8,0.3295,0.7505,88.73,72.0,88,22.32,88.33846153846154,0.3142307692307692,18.66769230769231
1,6,0.543,0.675,71.73,88.0,72,46.56,71.79588235294118,0.4768823529411764,35.38764705882353
2,9,0.3255,0.7270000000000001,80.33,72.0,80,20.65,80.21857142857142,0.30792857142857144,20.440714285714286
3,5,0.2336666666666666,0.7400000000000001,64.27,80.0,64,28.8,64.32166666666667,0.22222222222222218,27.525000000000002
3,7,0.221,0.781,64.27,64.0,64,23.47,64.26214285714285,0.1887380952380952,19.49857142857143
2,4,0.287,0.8574999999999999,24.73,64.0,72,364.96,49.18826086956521,0.2902608695652174,196.5530434782609
3,4,0.241,0.797,55.13,72.0,72,144.77,64.9211111111111,0.24303703703703702,89.22166666666666
3,7,0.2179999999999999,0.7919999999999999,72.13,72.0,72,23.34,72.19631578947369,0.2074912280701754,19.92684210526316
2,9,0.3035,0.8165,80.4,72.0,80,24.35,80.21857142857142,0.30792857142857144,20.440714285714286
3,4,0.249,0.7656666666666667,47.2,80.0,88,227.34,71.30055555555556,0.2648888888888889,133.88277777777776
1,8,0.403,0.729,55.8,88.0,56,24.4,56.287,0.379,19.990000000000002
3,5,0.2063333333333333,0.7736666666666666,56.07,56.0,56,23.12,56.31923076923077,0.19315384615384612,26.47307692307692
1,9,0.725,0.778,111.53,56.0,112,54.88,112.4325,0.7025,32.2625
1,5,0.501,0.797,68.33,112.0,96,175.55,75.99846153846154,0.4989615384615385,161.2923076923077
2,7,0.36,0.7835000000000001,104.47,96.0,104,25.17,104.12272727272726,0.3624090909090909,21.257272727272724
3,7,0.3033333333333333,0.7346666666666667,112.27,104.0,112,23.17,112.374,0.30379999999999996,22.802
1,5,0.501,0.866,72.33,112.0,144,248.02,74.19125,0.49924999999999997,246.41375
2,4,0.2995,0.8195,30.2,144.0,88,363.66,52.64,0.3009,254.00100000000003
2,7,0.28,0.7945,64.47,88.0,64,20.7,64.368,0.2562,21.163999999999998
3,4,0.311,0.87,86.2,64.0,88,57.51,71.30055555555556,0.2648888888888889,133.88277777777776
2,7,0.311,0.776,72.0,88.0,72,21.19,72.32333333333334,0.27704761904761904,20.362380952380953
1,9,0.5,0.749,72.53,72.0,72,22.76,72.30055555555556,0.4400555555555556,20.52722222222222
1,6,0.599,0.871,90.87,72.0,96,117.0,92.68607142857142,0.5730000000000001,73.23464285714286
3,8,0.2293333333333333,0.7723333333333334,88.27,96.0,88,23.74,88.234,0.23677777777777773,23.15266666666667
2,9,0.369,0.6965,96.0,88.0,96,20.9,96.40227272727272,0.3372272727272727,19.52090909090909
1,4,0.398,0.827,51.0,96.0,96,236.62,53.75523809523809,0.3990000000000001,226.77761904761905
1,9,0.618,0.71,96.4,96.0,96,27.15,96.27541666666667,0.5818333333333333,22.3025
2,8,0.318,0.773,88.47,96.0,88,22.9,88.33846153846154,0.3142307692307692,18.66769230769231
