replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,reward
3,7,0.2556666666666666,96.6,72.0,96.0,19.07,-1.291840116917496
1,9,0.626,120.2,96.0,120.0,36.33,-0.8785896423756878
2,6,0.459,144.27,120.0,144.0,27.62,-0.8583993545240203
2,6,0.3565,120.53,144.0,120.0,17.46,-0.9290924557669324
2,6,0.2875,96.13,120.0,96.0,17.43,-0.9839557009861368
1,4,0.398,61.87,96.0,72.0,144.22,-1.061932702635565
3,6,0.1483333333333333,48.27,72.0,48.0,18.07,-1.3297054596220592
1,8,0.17,24.2,48.0,24.0,16.66,-1.0819225373701573
3,9,0.1463333333333333,48.87,24.0,48.0,17.62,-1.5085953562270813
2,7,0.2634999999999999,72.0,48.0,72.0,18.29,-1.0716298162096298
3,6,0.2713333333333333,96.13,72.0,96.0,18.55,-1.2116605217448653
1,9,0.641,120.07,96.0,120.0,21.06,-0.8718664668082636
2,7,0.42,142.8,120.0,144.0,24.06,-1.362850669905372
2,4,0.3,41.67,144.0,120.0,358.87,-1.5832782055769703
1,5,0.497,88.27,120.0,96.0,133.45,-1.057486329547043
3,9,0.1999999999999999,72.47,96.0,72.0,17.51,-1.4684735280525882
2,5,0.18,48.0,72.0,48.0,18.69,-1.0208287937475282
3,5,0.0946666666666666,24.0,48.0,24.0,19.75,-1.340618769001943
2,5,0.3245,48.07,24.0,48.0,25.1,-0.8780307277297013
3,7,0.169,72.2,48.0,72.0,17.49,-1.3664353620481693
1,7,0.511,96.87,72.0,96.0,25.86,-0.7752012152590251
1,6,0.6,109.2,96.0,120.0,135.92,-0.7868521832462112
3,8,0.3243333333333333,144.8,120.0,144.0,17.53,-1.3098931603687736
1,5,0.5,89.27,144.0,120.0,167.57,-0.8388842549622924
1,7,0.533,96.33,120.0,96.0,20.41,-0.7630421930437048
3,5,0.2133333333333333,72.33,96.0,72.0,20.25,-1.198047974378432
2,5,0.1775,48.0,72.0,48.0,19.2,-1.0236806387376196
1,8,0.156,24.0,48.0,24.0,16.68,-1.0935630424952427
1,9,0.347,48.13,24.0,48.0,16.74,-1.0264169722298706
1,4,0.399,67.73,48.0,72.0,120.49,-1.0251908933346452
2,6,0.37,96.8,72.0,96.0,22.45,-0.9190768251750292
2,4,0.295,44.73,96.0,120.0,337.65,-1.5687788919436807
2,6,0.5145,141.8,120.0,144.0,47.61,-1.2310307703022902
2,6,0.452,118.67,144.0,120.0,37.19,-1.267310318747255
3,7,0.2796666666666667,96.13,120.0,96.0,19.91,-1.2727642505204515
1,7,0.462,72.47,96.0,72.0,23.28,-0.8036961572081289
2,5,0.2615,48.13,72.0,48.0,29.37,-0.9352545631723148
1,4,0.203,24.0,48.0,24.0,32.34,-0.7909206347240809
3,4,0.1433333333333333,48.0,24.0,48.0,26.89,-1.2135496605624965
3,9,0.208,72.53,48.0,72.0,18.42,-1.462694902397216
3,6,0.26,96.53,72.0,96.0,19.82,-1.2215536276745338
3,4,0.2693333333333333,71.2,96.0,120.0,209.95,-1.6602797204809798
3,6,0.3353333333333333,144.47,120.0,144.0,24.0,-1.1591688577270731
2,9,0.3855,120.2,144.0,120.0,19.09,-1.1329374231291973
1,7,0.524,96.27,120.0,96.0,18.18,-0.7679701949087729
2,5,0.2555,72.2,96.0,72.0,17.9,-0.9410899458425073
2,5,0.1565,48.2,72.0,48.0,15.84,-1.04820753477552
1,9,0.161,24.13,48.0,24.0,17.31,-1.1537353880035068
2,4,0.261,28.53,24.0,48.0,210.13,-1.4544974901295662
1,5,0.495,71.8,48.0,72.0,56.3,-1.0262680708283016
1,9,0.512,96.8,72.0,96.0,18.77,-0.9335181438676896
2,5,0.379,121.67,96.0,120.0,36.33,-0.8340227878009012
1,7,0.698,104.6,120.0,144.0,172.48,-1.2089515618240285
3,8,0.288,120.47,144.0,120.0,18.12,-1.3351547223325413
2,6,0.3075,96.47,120.0,96.0,18.37,-0.9673988817478056
1,5,0.443,72.47,96.0,72.0,35.27,-0.6583659132812629
3,9,0.1486666666666666,48.2,72.0,48.0,17.37,-1.5068007296542203
1,6,0.163,24.27,48.0,24.0,18.44,-0.970669975899304
3,6,0.14,48.13,24.0,48.0,19.45,-1.3386125409518121
3,8,0.195,72.07,48.0,72.0,17.86,-1.405292268735694
2,4,0.2995,38.8,72.0,96.0,310.94,-1.5412504213197427
3,7,0.2763333333333333,120.6,96.0,120.0,18.04,-1.2753747276989065
3,7,0.335,145.27,120.0,144.0,21.21,-1.2311979247849583
1,6,0.601,98.53,144.0,120.0,152.38,-0.827551061190406
2,8,0.38,96.33,120.0,96.0,20.27,-1.0594360015029998
2,4,0.2695,27.67,96.0,72.0,322.6,-1.5858490666527119
3,5,0.1686666666666666,48.0,72.0,48.0,21.37,-1.2477842413101405
2,9,0.132,24.07,48.0,24.0,19.47,-1.3058100431633657
2,5,0.162,48.33,24.0,48.0,22.46,-1.0416839273429603
1,8,0.426,72.27,48.0,72.0,19.06,-0.9013538539148833
2,6,0.3665,97.07,72.0,96.0,22.42,-0.921651870679913
1,7,0.653,122.27,96.0,120.0,53.84,-0.703046353714005
3,9,0.3306666666666666,144.4,120.0,144.0,20.19,-1.3802299808020955
2,6,0.368,120.2,144.0,120.0,33.12,-0.9205464401768475
2,5,0.3405,50.4,120.0,96.0,237.15,-1.507815606422168
2,4,0.2765,35.93,96.0,72.0,240.61,-1.4983906661296928
3,8,0.1556666666666666,48.0,72.0,48.0,20.8,-1.4374990535048
2,9,0.138,24.13,48.0,24.0,18.75,-1.3011307407941501
3,5,0.1363333333333333,48.27,24.0,48.0,19.62,-1.2866629707770656
3,6,0.1996666666666666,71.53,48.0,72.0,19.51,-1.6801035018351484
3,8,0.2443333333333333,96.27,72.0,96.0,18.46,-1.367072769261843
3,7,0.299,120.0,96.0,120.0,18.36,-1.2578661859221918
3,5,0.3923333333333333,110.6,120.0,144.0,151.05,-1.542298860694368
3,8,0.2799999999999999,120.13,144.0,120.0,18.68,-1.3408727072452247
1,5,0.499,79.53,120.0,96.0,151.5,-1.097603973908521
3,6,0.2096666666666666,72.13,96.0,72.0,22.61,-1.2678204296638114
2,4,0.2645,27.47,72.0,48.0,216.95,-1.464197270722472
1,7,0.173,24.0,48.0,24.0,17.25,-1.0191290511811515
3,8,0.1656666666666666,48.13,24.0,48.0,19.38,-1.429160172651978
1,4,0.399,67.6,48.0,72.0,130.81,-1.025957699287699
2,8,0.289,96.73,72.0,96.0,18.27,-1.1205318747535793
2,9,0.424,120.33,96.0,120.0,21.72,-1.1106861333025577
3,7,0.3376666666666667,144.73,120.0,144.0,18.56,-1.2292765214804529
2,4,0.3075,45.67,144.0,120.0,329.44,-1.550934368290382
1,4,0.399,52.27,120.0,96.0,230.42,-1.2315488516108373
3,7,0.2086666666666666,72.53,96.0,72.0,20.28,-1.3311458704208377
3,6,0.1496666666666666,48.13,72.0,48.0,20.46,-1.328291771803253
2,6,0.118,24.07,48.0,24.0,18.61,-1.148818256740075
3,6,0.1443333333333333,48.2,24.0,48.0,19.96,-1.3339654212108387
1,7,0.424,72.73,48.0,72.0,17.31,-0.8272091685624872
2,7,0.364,96.27,72.0,96.0,23.01,-0.9967784548369445
2,6,0.434,93.0,96.0,120.0,154.58,-1.3754738270379463
2,7,0.538,144.6,120.0,144.0,25.53,-0.8900759226314277
2,6,0.3824999999999999,120.4,144.0,120.0,23.47,-0.91000189019999
1,7,0.586,96.13,120.0,96.0,22.76,-0.735272446119035
2,6,0.304,72.0,96.0,72.0,22.37,-0.9702566296630835
3,9,0.1596666666666666,48.07,72.0,48.0,19.58,-1.4984027352821876
1,4,0.188,24.6,48.0,24.0,43.26,-0.8096796925855652
2,8,0.1694999999999999,48.07,24.0,48.0,17.52,-1.2120790255977418
2,9,0.2895,72.0,48.0,72.0,20.63,-1.1927496397812787
3,5,0.3746666666666667,78.13,72.0,96.0,136.95,-1.5331004047642072
1,5,0.501,59.33,96.0,120.0,253.5,-0.9853210056838517
3,4,0.2676666666666666,64.47,120.0,144.0,277.27,-1.7561867671487819
2,7,0.4649999999999999,122.87,144.0,120.0,32.92,-0.9316379154105037
2,4,0.2985,37.4,120.0,96.0,316.83,-1.5528787271050501
3,7,0.2143333333333333,72.33,96.0,72.0,21.45,-1.3262657833192428
3,8,0.1506666666666666,48.2,72.0,48.0,19.32,-1.4417077456862293
3,5,0.1313333333333333,24.13,48.0,24.0,26.0,-1.2929027811231553
2,7,0.203,48.47,24.0,48.0,20.62,-1.1221535117731016
3,4,0.2513333333333333,67.33,48.0,72.0,90.02,-1.5055055007916038
2,9,0.3695,96.27,72.0,96.0,26.23,-1.1424683803719058
2,8,0.417,120.33,96.0,120.0,24.31,-1.0365150183559857
3,7,0.328,144.6,120.0,144.0,19.26,-1.236276572492041
2,7,0.3415,120.67,144.0,120.0,17.41,-1.0126151848339762
3,8,0.2616666666666666,96.13,120.0,96.0,19.54,-1.3541941085018299
1,6,0.427,72.87,96.0,72.0,42.66,-0.7494430589633132
3,8,0.1986666666666666,48.2,72.0,48.0,18.27,-1.4023698461067555
3,7,0.1096666666666666,24.0,48.0,24.0,19.24,-1.423098570646742
2,7,0.1645,48.2,24.0,48.0,17.12,-1.1566544465756425
3,5,0.2253333333333333,72.73,48.0,72.0,21.43,-1.1854260117889988
1,4,0.399,54.07,72.0,96.0,222.95,-1.2198315834026987
2,8,0.4469999999999999,121.0,96.0,120.0,24.92,-1.0186931418170484
1,8,0.771,146.87,120.0,144.0,51.78,-0.7336286057044692
1,5,0.5,78.8,144.0,120.0,190.42,-0.8859955131214181
3,6,0.2343333333333333,96.33,120.0,96.0,20.44,-1.2446616017133447
1,6,0.531,71.87,96.0,72.0,49.85,-1.0864675537557869
2,5,0.2329999999999999,47.87,72.0,48.0,24.01,-1.3646916921691108
2,5,0.1245,24.2,48.0,24.0,19.86,-1.0876199526007078
2,7,0.2115,48.0,24.0,48.0,18.9,-1.114788777141622
1,5,0.433,72.47,48.0,72.0,26.03,-0.6651581217094111
3,9,0.285,120.87,96.0,120.0,20.42,-1.409625039393676
3,4,0.2583333333333333,69.87,120.0,144.0,254.23,-1.740470333808227
2,6,0.4489999999999999,121.53,144.0,120.0,32.37,-0.8647768969267613
2,7,0.3465,96.33,120.0,96.0,22.03,-1.0090517903173317
1,6,0.452,72.27,96.0,72.0,18.6,-0.7331082070202781
2,8,0.211,48.53,72.0,48.0,18.56,-1.1787254894765362
2,9,0.14,24.0,48.0,24.0,18.91,-1.299577892811367
2,7,0.211,48.33,24.0,48.0,19.19,-1.1152195257070545
3,4,0.2456666666666666,60.2,48.0,72.0,137.79,-1.5561416350566173
3,7,0.2483333333333333,96.13,72.0,96.0,17.49,-1.297800512651758
3,5,0.3546666666666667,122.53,96.0,120.0,55.9,-1.066992262528041
3,5,0.3493333333333333,143.93,120.0,144.0,22.84,-1.4714890346728966
1,6,0.598,103.67,144.0,120.0,143.42,-1.108494933939566
1,6,0.532,96.2,120.0,96.0,42.85,-0.6851840315046034
1,4,0.399,60.53,96.0,72.0,145.88,-1.069829633075546
1,4,0.32,48.2,72.0,48.0,24.9,-0.666420827448051
3,7,0.108,24.0,48.0,24.0,19.86,-1.4247606206947612
2,6,0.181,48.07,24.0,48.0,17.27,-1.0820464983892362
2,8,0.274,72.13,48.0,72.0,18.54,-1.1312867654162815
1,4,0.399,56.13,72.0,96.0,213.44,-1.2066882575130438
3,8,0.2883333333333333,121.07,96.0,120.0,19.64,-1.3349177116032922
2,7,0.5095,144.47,120.0,144.0,24.12,-0.9057884923193515
3,6,0.2876666666666667,120.2,144.0,120.0,21.58,-1.1977275461932915
1,6,0.527,96.4,120.0,96.0,24.83,-0.6879957437151878
3,9,0.184,72.0,96.0,72.0,17.21,-1.4801860236178075
2,6,0.166,48.0,72.0,48.0,17.4,-1.0973145481709925
1,6,0.189,24.2,48.0,24.0,17.45,-0.9443140204252751
3,8,0.1503333333333333,48.2,24.0,48.0,17.59,-1.4419892615342684
1,4,0.399,61.0,48.0,72.0,145.34,-1.0667774604862288
1,7,0.7,75.8,72.0,96.0,157.09,-0.8758889244327221
1,7,0.702,95.87,96.0,120.0,156.51,-0.8713023815953853
1,9,0.789,144.27,120.0,144.0,29.18,-0.8112066164224141
3,5,0.3303333333333333,122.87,144.0,120.0,40.93,-1.0870000228011536
3,7,0.2533333333333333,96.87,120.0,96.0,17.55,-1.2937298376061914
2,8,0.2395,72.33,96.0,72.0,16.61,-1.1568018558809745
2,9,0.203,48.33,72.0,48.0,18.52,-1.252388410258202
3,8,0.0893333333333333,24.0,48.0,24.0,18.27,-1.4955328031762756
2,6,0.2245,48.6,24.0,48.0,18.91,-1.0398677672862007
2,8,0.2825,72.0,48.0,72.0,21.41,-1.1251675792136506
1,4,0.4,49.6,72.0,96.0,244.86,-0.9485879058208273
2,5,0.345,65.53,96.0,120.0,225.47,-1.4906989887016087
1,6,0.596,107.27,120.0,144.0,165.68,-1.1674094175890308
1,4,0.399,48.33,144.0,120.0,312.47,-1.3275968811876424
2,5,0.3984999999999999,70.07,120.0,96.0,165.0,-1.3434465480785553
1,5,0.424,71.53,96.0,72.0,57.0,-1.0740080882787113
1,4,0.312,48.67,72.0,48.0,48.89,-0.6738230191762142
2,8,0.1195,24.07,48.0,24.0,19.41,-1.254631223469053
1,4,0.299,48.2,24.0,48.0,30.96,-0.6861718488464386
2,6,0.3055,72.07,48.0,72.0,26.42,-0.969029839025936
3,4,0.265,48.2,72.0,96.0,247.71,-1.7222044716575402
1,6,0.6,102.47,96.0,120.0,146.03,-0.8120993654923179
3,4,0.2863333333333333,76.6,120.0,144.0,235.62,-1.6810074024378014
2,6,0.3715,120.33,144.0,120.0,17.5,-0.9179778242454104
2,6,0.2915,96.6,120.0,96.0,17.57,-0.9806000391068892
2,8,0.2915,72.47,96.0,72.0,20.55,-1.1187589166691594
2,4,0.267,30.8,72.0,48.0,190.53,-1.4204560418362107
1,9,0.164,24.0,48.0,24.0,17.68,-1.1514661481538784
3,5,0.141,48.33,24.0,48.0,18.9,-1.28089517661317
3,9,0.1966666666666666,72.13,48.0,72.0,19.61,-1.4708964899512424
1,9,0.586,96.13,72.0,96.0,19.88,-0.897075687600668
2,6,0.448,120.4,96.0,120.0,30.4,-0.8654205167493316
1,6,0.599,106.2,120.0,144.0,169.71,-1.1697534739297681
2,7,0.4609999999999999,120.47,144.0,120.0,26.85,-0.9340429620349837
2,5,0.4004999999999999,90.4,120.0,96.0,74.43,-1.2419662955523043
3,5,0.19,72.0,96.0,72.0,24.59,-1.2234750540617285
2,8,0.2355,48.27,72.0,48.0,18.58,-1.1598319423288754
3,5,0.1213333333333333,24.07,48.0,24.0,23.62,-1.305571165482391
2,5,0.2565,48.13,24.0,48.0,30.38,-0.9401125127696184
1,8,0.401,73.13,48.0,72.0,28.36,-0.9165525898408629
1,6,0.553,96.87,72.0,96.0,60.15,-0.6736273976517322
1,9,0.704,120.0,96.0,120.0,23.31,-0.8448214065381889
2,6,0.4679999999999999,100.13,120.0,144.0,175.9,-1.395211477398633
2,9,0.454,120.4,144.0,120.0,17.74,-1.0939954010392787
3,4,0.272,58.47,120.0,96.0,201.57,-1.6481414357233382
3,9,0.1896666666666666,72.13,96.0,72.0,17.84,-1.4760140140689462
2,8,0.2035,48.27,72.0,48.0,18.08,-1.1846258587025698
1,8,0.185,24.0,48.0,24.0,17.04,-1.0696745626239188
1,5,0.311,48.27,24.0,48.0,27.87,-0.7599491586787559
3,6,0.2123333333333333,72.47,48.0,72.0,21.48,-1.2652706263385938
3,6,0.2319999999999999,96.6,72.0,96.0,18.47,-1.246811757285922
1,8,0.671,119.53,96.0,120.0,46.56,-1.176617568467925
1,5,0.499,81.4,120.0,144.0,222.65,-1.2405543237825694
3,8,0.2896666666666667,120.4,144.0,120.0,17.27,-1.3339706556140722
2,6,0.36,96.6,120.0,96.0,22.27,-0.9264741331965338
2,5,0.36,72.27,96.0,72.0,58.6,-0.8488234736572737
3,6,0.1456666666666666,48.13,72.0,48.0,19.62,-1.3325422773213609
1,5,0.172,24.0,48.0,24.0,21.05,-0.9002608626517974
3,8,0.1393333333333333,48.27,24.0,48.0,19.09,-1.4513453960931328
3,6,0.1986666666666666,72.33,48.0,72.0,18.79,-1.278458980968308
2,8,0.3595,96.93,72.0,96.0,22.22,-1.0725993388692963
3,5,0.358,120.2,96.0,120.0,37.11,-1.0643265207336645
3,7,0.3446666666666667,144.67,120.0,144.0,22.39,-1.2242675254447
2,4,0.298,46.6,144.0,120.0,316.72,-1.5542835230107814
1,8,0.58,96.33,120.0,96.0,21.22,-0.8175132953095334
3,4,0.2513333333333333,64.67,96.0,72.0,103.17,-1.5215686850248828
1,5,0.344,48.2,72.0,48.0,45.31,-0.731986683724861
2,9,0.1375,24.2,48.0,24.0,19.28,-1.301519492272789
3,5,0.172,48.13,24.0,48.0,25.45,-1.2439172283436064
1,4,0.399,58.67,48.0,72.0,153.98,-1.08210521792778
2,6,0.396,96.33,72.0,96.0,51.74,-0.9004110010732309
2,5,0.4145,90.67,96.0,120.0,161.35,-1.3185824254872822
3,4,0.262,68.4,120.0,144.0,259.29,-1.7434368809437437
2,9,0.4235,120.6,144.0,120.0,20.24,-1.1109690528264358
1,5,0.499,81.2,120.0,96.0,146.21,-1.0894151590256447
1,6,0.494,72.2,96.0,72.0,19.01,-0.7071524544845973
3,4,0.1943333333333333,48.0,72.0,48.0,41.91,-1.1453296808945455
1,9,0.164,24.0,48.0,24.0,16.96,-1.1514661481538784
1,5,0.281,48.93,24.0,48.0,44.66,-0.7870217480418695
3,6,0.2223333333333333,72.33,48.0,72.0,18.81,-1.2558091610490156
1,7,0.561,96.2,72.0,96.0,32.36,-0.748109622882996
2,9,0.4589999999999999,120.87,96.0,120.0,20.92,-1.091267302972544
2,5,0.3765,86.6,120.0,144.0,207.41,-1.4318398604193363
2,4,0.3015,51.33,144.0,120.0,291.58,-1.5224101082949533
1,7,0.543,96.0,120.0,96.0,45.24,-0.7576404358470636
1,4,0.4,56.4,96.0,72.0,159.42,-0.7967721881701018
2,4,0.275,47.07,72.0,48.0,87.22,-1.2476212018544877
1,7,0.16,24.0,48.0,24.0,19.54,-1.0310680317511722
1,4,0.273,48.0,24.0,48.0,15.46,-0.7121067734596052
2,9,0.27,72.27,48.0,72.0,18.09,-1.2056982492270731
1,6,0.554,97.67,72.0,96.0,29.61,-0.6730871064729693
2,5,0.374,71.67,96.0,120.0,211.54,-1.4362364858200392
3,6,0.3563333333333333,144.73,120.0,144.0,23.47,-1.1431296307244576
1,9,0.659,120.33,144.0,120.0,36.6,-0.8639451780577199
3,6,0.2496666666666666,96.53,120.0,96.0,19.26,-1.2307381331020186
3,7,0.1966666666666666,72.27,96.0,72.0,20.14,-1.3416115074327082
2,8,0.206,48.2,72.0,48.0,18.33,-1.182652919551471
3,7,0.1103333333333333,24.0,48.0,24.0,19.31,-1.4224348578697403
1,4,0.298,48.4,24.0,48.0,29.15,-0.687138486261867
3,8,0.1889999999999999,72.47,48.0,72.0,17.88,-1.4101034015078857
2,4,0.356,86.8,72.0,96.0,88.92,-1.204857776309276
2,4,0.3409999999999999,120.0,96.0,120.0,40.38,-0.777424239588951
3,5,0.3153333333333333,99.53,120.0,144.0,170.27,-1.6445539192877985
3,7,0.3056666666666667,120.27,144.0,120.0,17.88,-1.2528235893521762
1,5,0.499,77.6,120.0,96.0,154.4,-1.1072477153585214
2,4,0.2635,27.8,96.0,72.0,318.34,-1.5907968249528333
1,4,0.399,45.8,72.0,48.0,107.4,-1.019510763933908
2,5,0.1445,24.13,48.0,24.0,19.62,-1.0626924101280757
3,8,0.1486666666666667,48.13,24.0,48.0,17.26,-1.443398601593322
2,9,0.254,72.87,48.0,72.0,18.26,-1.2165342987144105
3,6,0.256,96.4,72.0,96.0,19.38,-1.225090168326542
2,8,0.434,120.6,96.0,120.0,22.26,-1.0263339708314474
3,7,0.345,144.87,120.0,144.0,18.58,-1.2240302489532464
1,5,0.497,76.93,144.0,120.0,194.48,-1.1966568702599005
3,9,0.2396666666666666,96.4,120.0,96.0,18.1,-1.440318650948908
2,4,0.299,31.13,96.0,72.0,288.9,-1.5215549419836574
1,8,0.304,48.0,72.0,48.0,22.79,-0.9802325054031495
3,5,0.1086666666666666,24.13,48.0,24.0,21.12,-1.3219858279431733
3,8,0.1266666666666666,48.27,24.0,48.0,17.62,-1.4622797007531005
2,9,0.2845,72.0,48.0,72.0,19.44,-1.1960430975976972
1,8,0.583,96.47,72.0,96.0,17.94,-0.8160349718891304
1,4,0.399,58.13,96.0,120.0,256.96,-1.2705967452917455
1,9,0.898,142.4,120.0,144.0,117.22,-1.1769647733678261
1,4,0.401,48.33,144.0,120.0,313.85,-1.0268459429059038
3,4,0.257,67.2,120.0,96.0,171.82,-1.612525058656629
1,5,0.432,72.93,96.0,72.0,61.61,-0.6658448438944755
3,6,0.1646666666666666,48.2,72.0,48.0,18.78,-1.3126023829029836
1,8,0.163,24.0,48.0,24.0,18.12,-1.087717326490201
3,5,0.1873333333333333,48.73,24.0,48.0,24.92,-1.2264572844741286
1,4,0.398,65.07,48.0,72.0,132.23,-1.0419174715224462
2,6,0.3465,94.8,72.0,96.0,27.28,-1.341689470401445
2,5,0.38,89.13,96.0,120.0,162.36,-1.3506066464332926
3,8,0.3446666666666666,145.0,120.0,144.0,21.96,-1.2962486913516482
2,5,0.3685,76.07,144.0,120.0,199.56,-1.4189625176042036
3,7,0.247,96.73,120.0,96.0,18.44,-1.2988909456238007
2,8,0.2784999999999999,72.33,96.0,72.0,18.79,-1.1280390981898847
2,9,0.201,48.0,72.0,48.0,19.55,-1.2538362761206023
3,7,0.1116666666666666,24.0,48.0,24.0,19.47,-1.4211093271337991
3,6,0.1673333333333333,48.27,24.0,48.0,19.82,-1.3098539903108586
3,4,0.253,72.27,48.0,72.0,52.03,-1.076892305250674
1,4,0.398,65.8,72.0,96.0,183.74,-1.1493789690355323
3,6,0.2926666666666666,121.47,96.0,120.0,20.79,-1.193537622532947
1,9,0.823,137.53,120.0,144.0,69.05,-1.217007080703335
1,6,0.593,95.87,144.0,120.0,156.32,-1.1417934676173958
3,5,0.296,96.53,120.0,96.0,50.11,-1.1169387898588594
1,4,0.399,56.73,96.0,72.0,156.94,-1.0952511341261362
3,7,0.1813333333333333,48.2,72.0,48.0,18.61,-1.3552480240494398
1,6,0.159,24.0,48.0,24.0,19.52,-0.9748270675156354
3,5,0.1316666666666666,48.07,24.0,48.0,18.31,-1.292484849689369
2,4,0.2895,37.0,48.0,72.0,240.15,-1.4755896523046852
3,8,0.24,96.2,72.0,96.0,18.28,-1.3703362707821989
2,7,0.442,120.87,96.0,120.0,38.9,-0.9456565038591764
1,4,0.399,41.2,120.0,144.0,433.32,-1.4175176790732438
1,4,0.398,67.27,144.0,120.0,223.01,-1.2222246578681097
2,9,0.3894999999999999,96.27,120.0,96.0,19.76,-1.13058104125155
2,9,0.283,72.0,96.0,72.0,17.91,-1.197034708144633
3,7,0.1496666666666666,48.2,72.0,48.0,19.7,-1.3843737966875667
3,8,0.1056666666666666,24.0,48.0,24.0,18.74,-1.4807934482147167
2,4,0.2765,26.8,24.0,48.0,222.57,-1.4603799193992932
3,6,0.2226666666666666,72.27,48.0,72.0,20.86,-1.2554964866190699
3,6,0.242,96.0,72.0,96.0,21.0,-1.2376553902658816
1,4,0.398,57.47,96.0,120.0,262.78,-1.275043865224047
1,4,0.397,64.6,120.0,144.0,279.62,-1.2965233302670967
2,6,0.4505,107.0,144.0,120.0,124.99,-1.3095809902959485
1,5,0.501,81.87,120.0,96.0,146.01,-0.7855685140061948
2,6,0.2875,72.2,96.0,72.0,22.53,-0.9839557009861368
3,7,0.1536666666666666,48.53,72.0,48.0,19.07,-1.3806216384869074
3,9,0.0936666666666666,24.0,48.0,24.0,18.38,-1.5503654157000377
1,8,0.316,48.07,24.0,48.0,18.27,-0.9719297555149786
2,9,0.266,72.0,48.0,72.0,18.42,-1.208389228361071
3,6,0.2493333333333333,96.2,72.0,96.0,20.43,-1.2310370490696805
1,4,0.399,52.0,96.0,120.0,290.69,-1.3057042295575931
1,4,0.396,71.93,120.0,144.0,248.53,-1.2628241477172184
3,5,0.3213333333333333,94.13,144.0,120.0,152.67,-1.5908843087511482
1,4,0.4,55.0,120.0,96.0,218.7,-0.9131119508697241
3,6,0.242,72.13,96.0,72.0,21.85,-1.2376553902658816
2,6,0.2005,48.07,72.0,48.0,20.48,-1.0627602055429082
1,6,0.188,24.13,48.0,24.0,17.47,-0.9453067333740397
2,4,0.2785,32.87,24.0,48.0,181.68,-1.3844410803071814
2,8,0.271,72.2,48.0,72.0,20.85,-1.1334620480912396
3,7,0.2383333333333333,96.87,72.0,96.0,18.78,-1.3060296129453732
1,7,0.667,120.33,96.0,120.0,32.03,-0.6966934054863119
2,9,0.544,144.33,120.0,144.0,19.95,-1.0471351603615762
3,9,0.2863333333333333,120.4,144.0,120.0,19.73,-1.408745482943241
2,5,0.352,60.2,120.0,96.0,197.32,-1.4360111057393128
2,7,0.2775,72.27,96.0,72.0,20.65,-1.0605475347901314
3,8,0.1466666666666666,48.27,72.0,48.0,19.59,-1.4450936899285134
2,5,0.166,24.0,48.0,24.0,21.28,-1.0369843555155311
2,6,0.208,48.13,24.0,48.0,20.87,-1.0555077095556398
3,4,0.257,50.8,48.0,72.0,171.16,-1.6095334508249208
2,7,0.377,96.2,72.0,96.0,30.35,-0.9878577036797378
1,6,0.597,95.6,96.0,120.0,157.27,-1.1408784201461457
3,8,0.3546666666666667,144.93,120.0,144.0,19.71,-1.2896644506778043
3,7,0.305,120.4,144.0,120.0,21.13,-1.2533256906420973
2,4,0.3,42.07,120.0,96.0,288.34,-1.5164621544887773
3,6,0.2503333333333333,72.13,96.0,72.0,23.54,-1.2301407991294062
2,7,0.2115,48.13,72.0,48.0,20.64,-1.114788777141622
1,4,0.177,23.73,48.0,24.0,19.46,-1.2284157932916633
2,5,0.1795,48.07,24.0,48.0,18.22,-1.0213980225782993
2,4,0.269,35.47,48.0,72.0,249.56,-1.5103536836078122
3,6,0.241,96.4,72.0,96.0,22.09,-1.2385641749674494
3,8,0.288,120.6,96.0,120.0,18.07,-1.3351547223325413
2,8,0.436,144.47,120.0,144.0,21.63,-1.0251503618994697
3,8,0.2963333333333333,120.33,144.0,120.0,18.59,-1.3292589798872692
3,9,0.2536666666666667,96.87,120.0,96.0,17.73,-1.4306742161023478
2,4,0.2805,38.87,96.0,72.0,232.32,-1.4679136902341834
1,5,0.33,48.13,72.0,48.0,21.47,-0.7436245529850951
1,5,0.195,24.2,48.0,24.0,24.14,-0.8742696954505083
2,8,0.1915,48.0,24.0,48.0,16.41,-1.1941822652453895
2,7,0.2905,72.13,48.0,72.0,21.38,-1.0504534298710466
2,8,0.359,96.2,72.0,96.0,19.44,-1.0729246286316831
1,5,0.497,80.93,96.0,120.0,187.3,-1.1778807950728243
2,4,0.2755,39.73,120.0,144.0,461.51,-1.6644303882154496
2,4,0.3225,90.2,144.0,120.0,162.14,-1.3066367849505718
2,5,0.3765,93.47,120.0,96.0,98.34,-1.2466199987836286
3,7,0.219,72.13,96.0,72.0,17.85,-1.322276445636244
2,8,0.16,48.2,72.0,48.0,16.23,-1.2199606255370128
1,9,0.236,24.07,48.0,24.0,18.54,-1.0992130982466486
2,6,0.235,48.0,24.0,48.0,24.61,-1.030136694259821
2,7,0.2895,72.27,48.0,72.0,20.26,-1.0512232614708255
1,4,0.399,48.87,72.0,96.0,246.87,-1.2542901586361743
1,5,0.497,78.27,96.0,120.0,192.42,-1.1902969810046997
1,5,0.499,77.0,120.0,144.0,234.62,-1.2597236083585872
3,7,0.2813333333333333,120.13,144.0,120.0,18.13,-1.2714636661049052
1,4,0.398,55.6,120.0,96.0,215.68,-1.2107957073687419
