replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,processed_rate,load_change_rate,reward
3.0,9.0,0.322,120.6,144.0,120.0,20.0,1.0,1.2,-0.7878822677485311
2.0,7.0,0.428,112.27,120.0,112.0,26.0,1.0,1.071,-0.5509525326346965
2.0,6.0,0.22,40.0,112.0,40.0,26.0,1.0,2.8,-0.616239306745069
2.0,4.0,0.182,32.0,40.0,32.0,26.0,1.0,1.25,-0.5597938035453
3.0,8.0,0.178,48.07,32.0,48.0,21.0,1.0,0.667,-0.8183103085221113
2.0,8.0,0.178,48.2,48.0,48.0,19.0,1.0,1.0,-0.7113542527462197
1.0,7.0,0.357,56.4,48.0,56.0,22.0,1.0,0.857,-0.5175691840106013
3.0,6.0,0.164,48.2,56.0,48.0,22.0,1.0,1.167,-0.760054455276435
1.0,6.0,0.29,40.13,48.0,40.0,20.0,1.0,1.2,-0.5098772799001376
3.0,5.0,0.186,64.67,32.0,64.0,27.0,1.0,0.5,-0.7076701429188619
2.0,9.0,0.292,64.13,64.0,64.0,21.0,1.0,1.0,-0.6938111002026824
3.0,6.0,0.23,64.2,64.0,64.0,23.0,1.0,1.0,-0.716967803918546
2.0,4.0,0.29,33.2,64.0,64.0,239.0,0.519,1.0,-2.5285370154114
2.0,7.0,0.286,72.2,64.0,72.0,23.0,1.0,0.889,-0.6172915437669304
3.0,4.0,0.258,43.4,72.0,64.0,173.0,0.678,1.125,-2.352867179114765
3.0,9.0,0.156,48.13,64.0,48.0,20.0,1.0,1.333,-0.8648796884645511
1.0,4.0,0.264,31.8,48.0,32.0,42.0,0.994,1.5,-0.8838108255144117
1.0,7.0,0.517,80.27,32.0,80.0,28.0,1.0,0.4,-0.45086277361170535
1.0,9.0,0.411,64.4,80.0,64.0,20.0,1.0,1.25,-0.5802613772292988
2.0,4.0,0.298,33.53,64.0,64.0,244.0,0.524,1.0,-2.5333376791522197
1.0,9.0,0.378,56.4,64.0,56.0,20.0,1.0,1.143,-0.5931217775729669
3.0,9.0,0.171,56.13,56.0,56.0,20.0,1.0,1.0,-0.8573238716041511
3.0,5.0,0.218,48.53,56.0,48.0,26.0,1.0,1.167,-0.6844361636278764
1.0,7.0,0.305,40.13,48.0,40.0,22.0,1.0,1.2,-0.5427442366270171
3.0,9.0,0.199,64.73,40.0,64.0,19.0,1.0,0.625,-0.843552224971786
3.0,7.0,0.188,56.33,64.0,56.0,25.0,1.0,1.143,-0.778543548261446
1.0,8.0,0.348,56.53,56.0,56.0,19.0,1.0,1.0,-0.5631666029689865
3.0,9.0,0.175,56.13,56.0,56.0,20.0,1.0,1.0,-0.8553301649126848
2.0,4.0,0.259,55.93,56.0,56.0,38.0,0.999,1.0,-0.9499589099287689
1.0,6.0,0.313,47.2,56.0,48.0,36.0,0.983,1.167,-0.9548308737083029
2.0,4.0,0.29,29.53,48.0,48.0,198.0,0.615,1.0,-2.3428390306090114
3.0,9.0,0.271,96.47,48.0,96.0,20.0,1.0,0.5,-0.8100455636806847
2.0,7.0,0.259,64.4,96.0,64.0,22.0,1.0,1.5,-0.6315001829424068
1.0,9.0,0.399,64.0,64.0,64.0,19.0,1.0,1.0,-0.5848834195141179
3.0,7.0,0.19,64.6,64.0,64.0,20.0,1.0,1.0,-0.7773577875108837
2.0,7.0,0.247,72.13,64.0,72.0,20.0,1.0,0.889,-0.6379932003514988
3.0,5.0,0.282,80.33,72.0,80.0,37.0,1.0,0.9,-0.6422000797037886
2.0,9.0,0.397,104.53,80.0,104.0,20.0,1.0,0.769,-0.6505318962711669
2.0,5.0,0.352,96.4,104.0,96.0,25.0,1.0,1.083,-0.49483629634443194
1.0,5.0,0.497,84.2,96.0,112.0,167.0,0.752,0.857,-2.0443068268752573
2.0,6.0,0.503,124.73,112.0,136.0,116.0,0.917,0.824,-1.884590520236155
2.0,8.0,0.292,80.0,136.0,80.0,20.0,1.0,1.7,-0.6535536017863838
1.0,7.0,0.452,72.27,80.0,72.0,27.0,1.0,1.111,-0.47613840352935
3.0,6.0,0.283,88.67,72.0,88.0,27.0,1.0,0.818,-0.6856400403457084
3.0,9.0,0.257,96.07,88.0,96.0,20.0,1.0,0.917,-0.8163525419474833
2.0,4.0,0.356,87.87,96.0,104.0,141.0,0.845,0.923,-1.9792013772728492
1.0,7.0,0.696,108.2,104.0,144.0,166.0,0.751,0.722,-2.071200069232729
3.0,6.0,0.397,136.73,144.0,136.0,35.0,1.0,1.059,-0.6269410100236626
1.0,6.0,0.595,102.53,136.0,176.0,214.0,0.583,0.773,-2.310551015278311
1.0,6.0,0.598,104.07,176.0,112.0,132.0,0.929,1.571,-1.8409065483848486
3.0,9.0,0.337,128.33,112.0,128.0,20.0,1.0,0.875,-0.7815991063120524
1.0,9.0,0.627,104.53,128.0,104.0,21.0,1.0,1.231,-0.5067872603208717
3.0,6.0,0.303,112.67,104.0,112.0,23.0,1.0,0.929,-0.6745190655393769
2.0,8.0,0.35,88.27,112.0,88.0,20.0,1.0,1.273,-0.6271601048866959
1.0,4.0,0.399,46.47,88.0,88.0,239.0,0.528,1.0,-2.394106054167971
3.0,5.0,0.339,114.13,88.0,112.0,44.0,1.0,0.786,-0.6088752759453624
1.0,6.0,0.598,82.07,112.0,104.0,157.0,0.789,1.077,-2.0025450628489097
1.0,5.0,0.499,82.87,104.0,104.0,157.0,0.797,1.0,-1.9844990340657096
1.0,8.0,0.766,121.0,104.0,120.0,38.0,1.0,0.867,-0.4199602576993591
2.0,6.0,0.474,122.33,120.0,128.0,81.0,0.956,0.938,-1.7263239078001433
3.0,8.0,0.249,88.47,128.0,88.0,22.0,1.0,1.455,-0.781350218424127
3.0,6.0,0.26,87.73,88.0,88.0,28.0,0.997,1.0,-1.1502786658816067
1.0,8.0,0.797,127.33,88.0,160.0,156.0,0.796,0.55,-2.032198531475581
2.0,8.0,0.53,144.87,160.0,144.0,24.0,1.0,1.111,-0.5564370951730309
2.0,8.0,0.526,150.47,144.0,152.0,52.0,0.99,0.947,-1.6291387402230504
2.0,7.0,0.603,149.47,152.0,160.0,101.0,0.934,0.95,-1.8258519971937284
2.0,5.0,0.419,87.8,160.0,208.0,293.0,0.422,0.769,-2.727120327874156
1.0,9.0,0.82,124.8,208.0,128.0,46.0,0.975,1.625,-0.915897737592392
3.0,9.0,0.269,96.4,128.0,96.0,23.0,1.0,1.333,-0.8109405650681614
3.0,5.0,0.372,120.13,96.0,128.0,89.0,0.939,0.75,-1.8766452381815202
1.0,9.0,0.663,112.2,128.0,112.0,29.0,1.0,1.143,-0.4961661714497968
2.0,5.0,0.372,51.67,112.0,112.0,269.0,0.461,1.0,-2.658210056920933
1.0,5.0,0.497,56.6,112.0,144.0,325.0,0.393,0.778,-2.729801080003664
1.0,7.0,0.696,114.93,144.0,136.0,147.0,0.845,1.059,-1.9546192935662643
1.0,7.0,0.699,119.87,136.0,136.0,141.0,0.881,1.0,-1.9136342440345213
2.0,4.0,0.388,105.67,136.0,144.0,168.0,0.734,0.944,-2.116756985809037
3.0,9.0,0.361,145.0,144.0,144.0,20.0,1.0,1.0,-0.7717613439276285
1.0,5.0,0.498,69.6,144.0,128.0,230.0,0.544,1.125,-2.3691184132307486
1.0,6.0,0.6,93.67,128.0,152.0,204.0,0.616,0.842,-2.0566617402813128
3.0,7.0,0.606,250.07,152.0,248.0,45.0,1.0,0.613,-0.5916780328616185
1.0,4.0,0.397,32.67,248.0,216.0,819.0,0.151,1.148,-3.850658844683907
3.0,9.0,0.533,232.0,216.0,232.0,24.0,1.0,0.931,-0.7084368780547077
3.0,7.0,0.498,216.8,232.0,216.0,33.0,1.0,1.074,-0.6298380566558479
3.0,9.0,0.376,150.93,216.0,152.0,27.0,0.993,1.421,-1.218923362320657
1.0,9.0,0.873,155.93,152.0,152.0,73.0,1.0,1.0,-1.1727481883590019
3.0,7.0,0.344,120.2,152.0,120.0,24.0,1.0,1.267,-0.6955169040639049
2.0,6.0,0.54,148.2,120.0,152.0,71.0,0.975,0.789,-1.6425528407652505
3.0,8.0,0.352,144.47,152.0,144.0,22.0,1.0,1.056,-0.7332397293297481
2.0,9.0,0.474,144.87,144.0,144.0,20.0,1.0,1.0,-0.6218534996801899
3.0,8.0,0.338,136.73,144.0,136.0,22.0,1.0,1.059,-0.7394210115495395
3.0,6.0,0.393,145.0,136.0,144.0,32.0,1.0,0.944,-0.6288174016614999
3.0,8.0,0.336,120.27,144.0,120.0,20.0,1.0,1.2,-0.7403129154205426
1.0,6.0,0.6,88.6,120.0,120.0,171.0,0.738,1.0,-1.8775944054520997
3.0,9.0,0.458,185.8,152.0,184.0,26.0,1.0,0.826,-0.7345684567928794
1.0,9.0,0.898,150.33,184.0,216.0,180.0,0.696,0.852,-2.1937125829059796
3.0,8.0,0.584,233.73,216.0,232.0,30.0,1.0,0.931,-0.6450981194171774
2.0,5.0,0.416,70.87,232.0,240.0,425.0,0.295,0.967,-3.1361794136078522
1.0,7.0,0.698,114.07,240.0,152.0,167.0,0.75,1.579,-2.074476007993807
3.0,5.0,0.345,114.6,152.0,120.0,59.0,0.955,1.267,-1.7332413963748647
1.0,6.0,0.601,80.33,120.0,168.0,261.0,0.478,0.714,-2.3146327849441186
2.0,4.0,0.303,40.07,168.0,144.0,460.0,0.278,1.167,-3.230209886100049
1.0,5.0,0.499,66.53,144.0,136.0,256.0,0.489,1.059,-2.47989041093989
2.0,4.0,0.302,41.8,136.0,136.0,415.0,0.307,1.0,-3.1122642264290423
2.0,9.0,0.544,144.4,136.0,144.0,25.0,1.0,0.944,-0.5978280340767291
2.0,6.0,0.437,109.47,144.0,112.0,39.0,0.977,1.286,-0.9621739995328429
2.0,9.0,0.408,112.0,112.0,112.0,20.0,1.0,1.0,-0.6462832437531826
1.0,5.0,0.498,71.73,112.0,152.0,266.0,0.472,0.737,-2.519837469896568
2.0,5.0,0.372,84.47,152.0,152.0,225.0,0.556,1.0,-2.468910494189614
3.0,7.0,0.393,152.33,152.0,152.0,23.0,1.0,1.0,-0.67303225266202
3.0,4.0,0.297,65.47,152.0,152.0,291.0,0.431,1.0,-2.8346925141324064
1.0,5.0,0.5,59.8,152.0,144.0,300.0,0.415,1.056,-2.449963022059966
3.0,9.0,0.319,120.47,144.0,120.0,20.0,1.0,1.2,-0.7891515152974826
2.0,7.0,0.448,112.8,120.0,112.0,29.0,1.0,1.071,-0.5426439500016063
1.0,6.0,0.325,40.0,112.0,40.0,24.0,1.0,2.8,-0.49087844699549243
1.0,4.0,0.239,31.73,40.0,32.0,74.0,0.992,1.25,-1.6386562063389545
3.0,7.0,0.155,48.13,32.0,48.0,19.0,1.0,0.667,-0.798605743161426
3.0,7.0,0.144,48.2,48.0,48.0,19.0,1.0,1.0,-0.8055060864672037
1.0,8.0,0.399,56.2,48.0,56.0,21.0,1.0,0.857,-0.5414337386023949
2.0,7.0,0.19,48.0,56.0,48.0,19.0,1.0,1.167,-0.6704017317349921
1.0,6.0,0.373,40.2,48.0,40.0,23.0,1.0,1.2,-0.46656113053702697
1.0,5.0,0.254,32.2,40.0,32.0,23.0,1.0,1.25,-0.4881869617490565
3.0,5.0,0.209,64.13,32.0,64.0,24.0,1.0,0.5,-0.6908211371681152
1.0,5.0,0.43,62.8,64.0,64.0,74.0,0.981,1.0,-1.5853732521278983
2.0,8.0,0.287,64.2,64.0,64.0,19.0,1.0,1.0,-0.6559197660240976
1.0,6.0,0.473,64.47,64.0,64.0,46.0,1.0,1.0,-0.4217384157722095
2.0,5.0,0.377,71.33,64.0,72.0,73.0,0.991,0.889,-1.6666726157843113
3.0,9.0,0.187,64.0,72.0,64.0,19.0,1.0,1.125,-0.8494019357240488
1.0,5.0,0.323,48.0,64.0,48.0,42.0,1.0,1.333,-0.4460211752039862
2.0,9.0,0.16,32.33,48.0,32.0,21.0,1.0,1.5,-0.755896419103843
1.0,4.0,0.399,58.33,32.0,80.0,170.0,0.729,0.4,-2.055636578262906
2.0,9.0,0.238,64.13,80.0,64.0,20.0,1.0,1.25,-0.7181144015940097
2.0,4.0,0.312,40.07,64.0,64.0,199.0,0.626,1.0,-2.324624817490761
3.0,5.0,0.222,56.0,64.0,56.0,28.0,1.0,1.143,-0.6816350801578608
3.0,6.0,0.175,56.2,56.0,56.0,20.0,1.0,1.0,-0.7525402370549177
3.0,5.0,0.191,48.47,56.0,48.0,28.0,1.0,1.167,-0.7039411009821932
3.0,6.0,0.142,40.0,48.0,40.0,21.0,1.0,1.2,-0.7755025578121788
2.0,6.0,0.262,64.2,40.0,64.0,23.0,1.0,0.625,-0.5907669243662873
3.0,8.0,0.177,56.07,64.0,56.0,22.0,1.0,1.143,-0.8188546550168565
3.0,8.0,0.161,56.53,56.0,56.0,20.0,1.0,1.0,-0.8276573773328217
1.0,8.0,0.441,56.13,56.0,56.0,20.0,1.0,1.0,-0.5245476504229919
3.0,5.0,0.216,56.47,56.0,56.0,36.0,1.0,1.0,-0.6858451310556051
1.0,8.0,0.384,48.13,56.0,48.0,19.0,1.0,1.167,-0.5476825763644007
3.0,4.0,0.186,48.07,48.0,48.0,41.0,1.0,1.0,-0.6633178312967469
2.0,7.0,0.399,96.33,48.0,96.0,24.0,1.0,0.5,-0.5634295717991945
1.0,9.0,0.425,64.13,96.0,64.0,18.0,1.0,1.5,-0.5749463104784068
3.0,9.0,0.186,64.13,64.0,64.0,20.0,1.0,1.0,-0.8498929414116436
2.0,8.0,0.268,64.73,64.0,64.0,21.0,1.0,1.0,-0.6650472777620026
1.0,5.0,0.485,67.27,64.0,72.0,87.0,0.934,0.889,-1.6454589418712855
2.0,7.0,0.375,80.4,72.0,80.0,22.0,1.0,0.9,-0.5741535554744239
3.0,4.0,0.286,63.6,80.0,104.0,205.0,0.612,0.769,-2.47596109976044
2.0,7.0,0.409,96.13,104.0,96.0,25.0,1.0,1.083,-0.5590686311874024
3.0,4.0,0.254,44.13,96.0,112.0,322.0,0.394,0.857,-2.969531632869477
1.0,5.0,0.499,71.07,112.0,136.0,239.0,0.523,0.824,-2.409050189391697
1.0,6.0,0.532,80.07,136.0,80.0,44.0,1.0,1.7,-0.3985922760423811
3.0,8.0,0.228,72.53,80.0,72.0,23.0,1.0,1.111,-0.7919425657222394
1.0,6.0,0.598,85.27,72.0,88.0,104.0,0.969,0.818,-1.7116460675382719
1.0,5.0,0.501,74.07,88.0,96.0,163.0,0.772,0.917,-1.8184920737362726
1.0,9.0,0.711,104.33,96.0,104.0,27.0,1.0,0.923,-0.4826497034143009
2.0,5.0,0.372,57.2,104.0,144.0,316.0,0.397,0.722,-2.826888854440391
1.0,7.0,0.701,106.8,144.0,136.0,159.0,0.785,1.059,-1.8273344876214344
1.0,8.0,0.798,142.73,136.0,176.0,154.0,0.811,0.773,-2.016777005907002
1.0,4.0,0.399,30.47,176.0,112.0,460.0,0.272,1.571,-3.116721117707429
1.0,8.0,0.793,130.2,112.0,128.0,75.0,1.0,0.875,-1.1537204564424266
3.0,6.0,0.325,104.33,128.0,104.0,28.0,1.0,1.231,-0.6627066298413969
2.0,7.0,0.446,112.73,104.0,112.0,33.0,1.0,0.929,-0.5434641665613271
3.0,7.0,0.239,88.13,112.0,88.0,20.0,1.0,1.273,-0.7493401866036262
2.0,9.0,0.374,88.13,88.0,88.0,23.0,1.0,1.0,-0.6595850275687947
1.0,8.0,0.688,112.8,88.0,112.0,24.0,1.0,0.786,-0.44133180619606893
3.0,5.0,0.334,80.73,112.0,104.0,148.0,0.776,1.077,-2.214971242045738
3.0,5.0,0.283,104.0,104.0,104.0,31.0,1.0,1.0,-0.6415820943772106
2.0,9.0,0.423,120.4,104.0,120.0,20.0,1.0,0.867,-0.6405726802166752
1.0,4.0,0.401,38.0,120.0,128.0,418.0,0.297,0.938,-2.807629068523548
3.0,4.0,0.26,71.27,128.0,88.0,141.0,0.81,1.455,-2.1654431579192828
2.0,8.0,0.309,88.47,88.0,88.0,19.0,1.0,1.0,-0.6456183681448731
2.0,6.0,0.55,146.93,88.0,160.0,113.0,0.918,0.55,-1.8543111308922464
1.0,6.0,0.599,104.47,160.0,144.0,172.0,0.725,1.111,-2.088752162959311
1.0,6.0,0.599,101.4,144.0,152.0,188.0,0.667,0.947,-2.1753626470085887
2.0,4.0,0.29,40.67,152.0,160.0,491.0,0.254,0.95,-3.3219991090684555
2.0,6.0,0.455,76.4,160.0,208.0,341.0,0.367,0.769,-2.9206974816549898
1.0,4.0,0.399,45.87,208.0,128.0,352.0,0.358,1.625,-2.8099477812337423
2.0,6.0,0.349,96.73,128.0,96.0,30.0,1.0,1.333,-0.5433487750895897
1.0,9.0,0.838,129.27,96.0,128.0,32.0,1.0,0.75,-0.45017752488179663
1.0,5.0,0.499,73.87,128.0,112.0,190.0,0.66,1.143,-2.1728876207488743
3.0,9.0,0.307,112.07,112.0,112.0,24.0,1.0,1.0,-0.7942710260719816
2.0,8.0,0.624,145.67,112.0,144.0,37.0,1.0,0.778,-0.5253645196121124
2.0,7.0,0.474,136.8,144.0,136.0,21.0,1.0,1.059,-0.5321916753651273
2.0,7.0,0.498,136.67,136.0,136.0,25.0,1.0,1.0,-0.5228820008799563
2.0,9.0,0.513,144.4,136.0,144.0,21.0,1.0,0.944,-0.6082377232026215
1.0,5.0,0.499,65.6,144.0,144.0,278.0,0.456,1.0,-2.5631333539851666
3.0,5.0,0.34,128.0,144.0,128.0,49.0,1.0,1.125,-0.6083238736211045
3.0,9.0,0.386,152.73,128.0,152.0,26.0,1.0,0.842,-0.761788851174706
2.0,9.0,0.776,251.53,152.0,248.0,49.0,1.0,0.613,-0.5303303130808283
1.0,6.0,0.604,88.53,248.0,216.0,310.0,0.41,1.148,-2.4923574695359028
3.0,6.0,0.462,181.73,216.0,232.0,144.0,0.783,0.931,-2.1833402109864193
2.0,8.0,0.746,209.0,232.0,216.0,97.0,0.968,1.074,-1.797280717672392
1.0,5.0,0.501,30.13,216.0,152.0,632.0,0.198,1.421,-3.3144597632594572
2.0,7.0,0.536,107.53,152.0,152.0,170.0,0.707,1.0,-2.2268526338030386
1.0,4.0,0.398,41.4,152.0,120.0,367.0,0.345,1.267,-2.8557786574412676
1.0,9.0,0.89,148.6,120.0,152.0,92.0,0.978,0.789,-1.7186740924135104
2.0,8.0,0.518,144.47,152.0,144.0,22.0,1.0,1.056,-0.560673104644362
2.0,4.0,0.298,38.13,144.0,144.0,481.0,0.265,1.0,-3.287380585286985
2.0,9.0,0.524,136.67,144.0,136.0,23.0,1.0,1.059,-0.6045028532881714
3.0,5.0,0.335,99.33,136.0,144.0,175.0,0.69,0.944,-2.356177021089838
1.0,9.0,0.758,120.53,144.0,120.0,50.0,1.0,1.2,-0.47009528431671865
3.0,5.0,0.373,121.2,120.0,120.0,50.0,1.0,1.0,-0.5907326816074738
1.0,4.0,0.4,37.13,120.0,152.0,512.0,0.244,0.789,-3.0433741874395923
3.0,9.0,0.443,184.87,152.0,184.0,24.0,1.0,0.826,-0.7400612055952587
3.0,9.0,0.51,217.33,184.0,216.0,30.0,1.0,0.852,-0.7162203272908918
3.0,9.0,0.54,232.4,216.0,232.0,21.0,1.0,0.931,-0.7061072137971109
3.0,4.0,0.33,83.67,232.0,240.0,361.0,0.349,0.967,-3.048270259666353
1.0,7.0,0.699,109.93,240.0,152.0,172.0,0.723,1.579,-2.106560136796779
1.0,5.0,0.499,66.27,152.0,120.0,226.0,0.552,1.267,-2.3513779498913556
2.0,5.0,0.38,59.87,120.0,168.0,348.0,0.356,0.714,-2.932198771794354
2.0,4.0,0.318,48.27,168.0,144.0,381.0,0.335,1.167,-3.00463674443297
2.0,6.0,0.522,134.13,144.0,136.0,56.0,0.986,1.059,-1.5634848952072111
2.0,9.0,0.541,136.8,136.0,136.0,22.0,1.0,1.0,-0.5988198255294376
1.0,8.0,0.8,135.07,136.0,144.0,128.0,0.938,0.944,-1.6576945921145205
2.0,4.0,0.348,97.73,144.0,112.0,128.0,0.873,1.286,-1.921413287826597
1.0,6.0,0.601,84.47,112.0,112.0,166.0,0.754,1.0,-1.851921841066061
2.0,8.0,0.523,152.2,112.0,152.0,31.0,1.0,0.737,-0.5589003756234651
1.0,7.0,0.699,86.47,152.0,152.0,221.0,0.569,1.0,-2.3553821489368385
2.0,5.0,0.461,111.87,152.0,152.0,164.0,0.736,1.0,-2.123412388378466
2.0,9.0,0.574,152.4,152.0,152.0,24.0,1.0,1.0,-0.5880898450419885
1.0,9.0,0.875,128.67,152.0,144.0,136.0,0.894,1.056,-1.9395044639002532
3.0,8.0,0.347,120.67,144.0,120.0,24.0,1.0,1.2,-0.7354349227888707
3.0,8.0,0.292,113.27,120.0,112.0,20.0,1.0,1.071,-0.7605096575622755
1.0,5.0,0.317,40.13,112.0,40.0,31.0,1.0,2.8,-0.44946118643891175
2.0,8.0,0.15,32.0,40.0,32.0,23.0,1.0,1.25,-0.726856130937278
2.0,4.0,0.262,19.93,32.0,48.0,290.0,0.415,0.667,-2.761320750967448
1.0,4.0,0.397,39.2,48.0,48.0,147.0,0.817,1.0,-1.9290121186714029
1.0,7.0,0.353,56.07,48.0,56.0,27.0,1.0,0.857,-0.5194400284410498
3.0,6.0,0.191,48.73,56.0,48.0,23.0,1.0,1.167,-0.7418534720222423
1.0,4.0,0.316,40.73,48.0,40.0,43.0,1.0,1.2,-0.39673561199134866
2.0,5.0,0.18,32.0,40.0,32.0,24.0,1.0,1.25,-0.6052384408390117
2.0,5.0,0.262,64.0,32.0,64.0,39.0,1.0,0.5,-0.5478668681697088
3.0,5.0,0.213,64.47,64.0,64.0,38.0,1.0,1.0,-0.6879691776851677
3.0,6.0,0.207,64.27,64.0,64.0,28.0,1.0,1.0,-0.7314479212032406
1.0,5.0,0.463,64.27,64.0,64.0,45.0,1.0,1.0,-0.3764314990072525
1.0,4.0,0.399,53.8,64.0,72.0,162.0,0.747,0.889,-2.0185007158342017
3.0,8.0,0.197,64.67,72.0,64.0,21.0,1.0,1.125,-0.8080959633615763
2.0,8.0,0.208,48.0,64.0,48.0,23.0,1.0,1.333,-0.6953362763935091
3.0,6.0,0.185,32.0,48.0,32.0,25.0,1.0,1.5,-0.7458276503386696
1.0,9.0,0.51,80.6,32.0,80.0,20.0,1.0,0.4,-0.5443921444449872
3.0,5.0,0.245,63.67,80.0,64.0,32.0,0.995,1.25,-1.118282751512118
3.0,7.0,0.213,64.67,64.0,64.0,22.0,1.0,1.0,-0.7639622840614848
2.0,6.0,0.256,56.53,64.0,56.0,26.0,1.0,1.143,-0.5942975838658137
3.0,4.0,0.23,47.13,56.0,56.0,137.0,0.842,1.0,-2.1560463341876033
2.0,5.0,0.264,47.33,56.0,48.0,48.0,0.986,1.167,-1.002906882187274
1.0,7.0,0.27,40.13,48.0,40.0,23.0,1.0,1.2,-0.5607731176218806
3.0,5.0,0.243,64.13,40.0,64.0,27.0,1.0,0.625,-0.6672914607211355
3.0,8.0,0.194,56.27,64.0,56.0,21.0,1.0,1.143,-0.8096926705692913
1.0,4.0,0.386,54.53,56.0,56.0,62.0,0.974,1.0,-1.4925332853662203
2.0,5.0,0.32,55.73,56.0,56.0,40.0,0.995,1.0,-0.9647828357631938
2.0,6.0,0.272,56.67,56.0,56.0,20.0,1.0,1.0,-0.5849603872122938
3.0,6.0,0.167,48.0,56.0,48.0,22.0,1.0,1.167,-0.7579914419200264
1.0,8.0,0.304,48.73,48.0,48.0,25.0,1.0,1.0,-0.5830626547938919
1.0,9.0,0.732,96.33,48.0,96.0,25.0,1.0,0.5,-0.47695918667497095
3.0,7.0,0.223,64.27,96.0,64.0,19.0,1.0,1.5,-0.7582740374019548
2.0,6.0,0.248,64.6,64.0,64.0,23.0,1.0,1.0,-0.5990603882943304
1.0,7.0,0.396,64.2,64.0,64.0,23.0,1.0,1.0,-0.499877921607253
3.0,6.0,0.237,72.13,64.0,72.0,24.0,1.0,0.889,-0.7126698595051227
1.0,8.0,0.517,80.67,72.0,80.0,24.0,1.0,0.9,-0.49615685486525496
1.0,7.0,0.659,104.47,80.0,104.0,38.0,1.0,0.769,-0.4031700840563376
3.0,4.0,0.313,78.27,104.0,96.0,146.0,0.815,1.083,-2.1451275914018804
3.0,6.0,0.318,112.47,96.0,112.0,26.0,1.0,0.857,-0.6664182563714401
1.0,4.0,0.4,41.6,112.0,136.0,413.0,0.306,0.824,-2.78898862157403
3.0,9.0,0.227,80.33,136.0,80.0,22.0,1.0,1.7,-0.8302024333532623
3.0,4.0,0.302,56.13,80.0,72.0,134.0,0.78,1.111,-2.128367698432308
2.0,5.0,0.363,46.67,72.0,88.0,237.0,0.53,0.818,-2.5254088916627553
3.0,7.0,0.285,96.33,88.0,96.0,26.0,1.0,0.917,-0.7247641305152104
1.0,4.0,0.397,48.8,96.0,104.0,270.0,0.469,0.923,-2.521965684548643
2.0,9.0,0.522,144.0,104.0,144.0,25.0,1.0,0.722,-0.6051785296166919
1.0,4.0,0.401,46.0,144.0,136.0,371.0,0.338,1.059,-2.669561387156912
2.0,5.0,0.386,112.4,176.0,112.0,29.0,1.0,1.571,-0.4771593300644902
3.0,7.0,0.332,128.33,112.0,128.0,21.0,1.0,0.875,-0.7012674729308845
1.0,5.0,0.499,79.93,128.0,104.0,162.0,0.769,1.231,-2.0172390983140187
2.0,9.0,0.454,112.2,104.0,112.0,22.0,1.0,0.929,-0.6290681945285308
3.0,7.0,0.239,89.2,112.0,88.0,22.0,1.0,1.273,-0.7493401866036262
1.0,7.0,0.561,88.33,88.0,88.0,30.0,1.0,1.0,-0.4350377685821556
3.0,5.0,0.333,89.13,88.0,112.0,145.0,0.796,0.786,-2.1940310044115416
3.0,5.0,0.273,104.73,112.0,104.0,28.0,1.0,1.077,-0.6478179202489167
3.0,7.0,0.275,104.4,104.0,104.0,22.0,1.0,1.0,-0.729970228499889
2.0,4.0,0.284,38.0,104.0,120.0,382.0,0.317,0.867,-3.044978324384276
1.0,8.0,0.784,127.07,120.0,128.0,59.0,0.993,0.938,-1.5255444379085084
1.0,4.0,0.401,49.33,128.0,88.0,222.0,0.561,1.455,-2.12264540546698
1.0,9.0,0.587,88.13,88.0,88.0,34.0,1.0,1.0,-0.5190976047086344
3.0,6.0,0.42,161.07,88.0,160.0,31.0,1.0,0.55,-0.6163911792431687
2.0,7.0,0.598,143.4,160.0,144.0,58.0,0.996,1.111,-1.590584639447873
1.0,8.0,0.798,137.67,144.0,152.0,136.0,0.906,0.947,-1.9036739111500736
3.0,9.0,0.386,160.6,152.0,160.0,23.0,1.0,0.95,-0.761788851174706
2.0,7.0,0.579,145.47,160.0,208.0,175.0,0.699,0.769,-2.232949696212931
3.0,4.0,0.296,63.67,208.0,128.0,257.0,0.497,1.625,-2.696156376015573
3.0,9.0,0.283,96.4,128.0,96.0,21.0,1.0,1.333,-0.804717121707992
2.0,5.0,0.362,56.6,96.0,128.0,282.0,0.442,0.75,-2.7118355554298263
2.0,4.0,0.276,26.07,128.0,112.0,547.0,0.233,1.143,-3.4570741149739677
3.0,5.0,0.354,81.47,112.0,144.0,217.0,0.566,0.778,-2.555313041933861
2.0,7.0,0.505,134.53,144.0,136.0,43.0,0.989,1.059,-0.9751166950952558
2.0,4.0,0.373,91.6,136.0,136.0,183.0,0.674,1.0,-2.209556901637152
2.0,8.0,0.514,144.47,136.0,144.0,26.0,1.0,0.944,-0.5620992867842488
3.0,9.0,0.345,144.0,144.0,144.0,22.0,1.0,1.0,-0.7782906604594346
2.0,9.0,0.474,127.8,144.0,128.0,32.0,0.998,1.125,-1.0725569489310292
1.0,9.0,0.897,134.93,128.0,152.0,140.0,0.888,0.842,-1.9520345530737016
2.0,7.0,0.55,107.6,152.0,248.0,292.0,0.434,0.613,-2.757905661348749
1.0,5.0,0.499,62.27,248.0,216.0,437.0,0.288,1.148,-3.066239312084685
